happiness_rank,year,country,region,happiness_score,gdp_percapita,life_expectancy,family,freedom,generosity,government_corruption,total_pop,pop_density,age_pop
67,2019,Pakistan,Southern Asia,5.653,0.677,0.535,0.886,0.313,0.22,0.098,230800898.5,299.3992560450394,19.6521039536619
68,2019,Russia,Central and Eastern Europe,5.648,1.183,0.726,1.452,0.334,0.082,0.031,146533067.0,8.948219758010467,38.4414553518937
69,2019,Philippines,Southeastern Asia,5.631,0.807,0.657,1.293,0.558,0.117,0.107,110804683.5,369.348945,23.6890222237258
70,2019,Serbia,Central and Eastern Europe,5.603,1.004,0.854,1.383,0.282,0.137,0.039,6966152.5,90.7807613115096,43.1663180258266
71,2019,"Moldova, Republic of",Central and Eastern Europe,5.529,0.685,0.739,1.328,0.245,0.181,0.0,3112562.0,94.65853658536584,36.4586324168001
72,2019,Libya,Middle East and Northern Africa,5.525,1.044,0.673,1.303,0.416,0.133,0.152,6951032.5,4.146904184350536,26.234830932841
73,2019,Montenegro,Central and Eastern Europe,5.523,1.051,0.871,1.361,0.197,0.142,0.08,611666.5,44.28515059368665,38.3407772692216
74,2019,Tajikistan,Central and Eastern Europe,5.467,0.493,0.718,1.098,0.389,0.23,0.144,9529966.0,66.59654786862335,21.2757959438942
75,2019,Croatia,Central and Eastern Europe,5.432,1.155,0.914,1.266,0.296,0.119,0.022,3986334.5,71.31699048232431,43.9516903767248
76,2019,Hong Kong,Eastern Asia,5.43,1.438,1.122,1.277,0.44,0.258,0.287,7485813.0,6811.476797088262,43.8124101938342
77,2019,Dominican Republic,Latin America and Caribbean,5.425,1.015,0.779,1.401,0.497,0.113,0.101,10894043.5,225.49819916789136,26.3878786529832
78,2019,Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,0.845,1.212,0.212,0.263,0.006,3345533.0,65.34627028927476,43.2918482668368
79,2019,Turkey,Middle East and Northern Africa,5.373,1.183,0.808,1.36,0.195,0.083,0.106,85357672.0,110.91115950540798,30.8251029706408
80,2019,Malaysia,Southeastern Asia,5.339,1.221,0.828,1.171,0.508,0.26,0.024,33440595.500000004,101.78236341500534,28.1748447846456
81,2019,Belarus,Central and Eastern Europe,5.323,1.067,0.789,1.465,0.235,0.094,0.142,9435419.5,46.500515006653195,39.2884190638022
82,2019,Greece,Western Europe,5.287,1.181,0.999,1.156,0.067,0.0,0.034,10718575.5,81.93376777251184,44.004583429734
83,2019,Mongolia,Eastern Asia,5.285,0.948,0.667,1.531,0.317,0.235,0.038,3232113.5,2.0752452228338303,26.3339278782201
84,2019,North Macedonia,Central and Eastern Europe,5.274,0.983,0.838,1.294,0.345,0.185,0.034,1897641.0,76.17071408501586,38.8611919304406
85,2019,Nigeria,Sub-Saharan Africa,5.265,0.696,0.245,1.111,0.426,0.215,0.041,209485641.0,230.00937777924173,17.0531255775454
86,2019,Kyrgyzstan,Central and Eastern Europe,5.261,0.551,0.723,1.438,0.508,0.3,0.023,6494035.0,33.85836809176225,24.4703997797642
87,2019,Turkmenistan,Central and Eastern Europe,5.247,1.052,0.657,1.538,0.394,0.244,0.028,6803944.5,14.478634051880068,25.1303791715858
88,2019,Algeria,Middle East and Northern Africa,5.211,1.002,0.785,1.16,0.086,0.073,0.114,43294546.0,18.17769613811751,27.4311513055076
89,2019,Morocco,Middle East and Northern Africa,5.208,0.801,0.782,0.782,0.418,0.036,0.076,36210898.0,81.13577862424378,27.8744565924488
90,2019,Azerbaijan,Central and Eastern Europe,5.208,1.043,0.769,1.147,0.351,0.035,0.182,10110475.0,122.31695661641946,30.6988359262162
91,2019,Lebanon,Middle East and Northern Africa,5.197,0.987,0.815,1.224,0.216,0.166,0.027,5794594.0,566.4314760508308,27.9462833635674
92,2019,Indonesia,Southeastern Asia,5.192,0.931,0.66,1.203,0.491,0.498,0.028,272489381.0,142.59509160717997,28.8911026647957
93,2019,China,Eastern Asia,5.191,1.029,0.893,1.125,0.521,0.058,0.1,1423520357.5,148.28337057291665,37.0262100856568
94,2019,Viet Nam,Southeastern Asia,5.175,0.741,0.851,1.346,0.543,0.147,0.073,97173775.5,310.05419595480663,30.5858807584327
95,2019,Bhutan,Southern Asia,5.082,0.813,0.604,1.321,0.457,0.37,0.167,764824.0,19.92040422982758,27.055254204606
96,2019,Cameroon,Sub-Saharan Africa,5.044,0.549,0.331,0.91,0.381,0.187,0.037,25506095.0,54.72823731359296,17.37390701887
97,2019,Bulgaria,Central and Eastern Europe,5.011,1.092,0.815,1.513,0.311,0.081,0.004,6975469.0,64.35171962065021,43.6277572414755
98,2019,Ghana,Sub-Saharan Africa,4.996,0.611,0.486,0.868,0.381,0.245,0.04,31258945.0,137.37780170519468,20.2504784768342
99,2019,Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.232,0.808,0.352,0.154,0.09,28193009.0,88.6572610062893,17.8171910608136
100,2019,Nepal,Southern Asia,4.913,0.446,0.677,1.226,0.439,0.285,0.089,28414063.5,193.05524150535737,22.6629091264749
101,2019,Jordan,Middle East and Northern Africa,4.906,0.837,0.815,1.225,0.383,0.11,0.13,10671891.5,120.18707908191996,22.9058277655711
102,2019,Benin,Sub-Saharan Africa,4.883,0.393,0.397,0.437,0.349,0.175,0.082,12726755.0,112.8658655551614,17.3310800693897
103,2019,Congo (Brazzaville),Sub-Saharan Africa,4.812,0.673,0.508,0.799,0.372,0.105,0.093,5616661.0,16.44703074670571,18.0505034045701
104,2019,Gabon,Sub-Saharan Africa,4.799,1.057,0.571,1.183,0.295,0.043,0.055,2267705.5,8.800813055458532,21.4590440184371
105,2019,Lao People's Democratic Republic,Southeastern Asia,4.796,0.764,0.551,1.03,0.547,0.266,0.164,7237635.5,31.358905979202778,23.0869837438023
106,2019,South Africa,Sub-Saharan Africa,4.722,0.96,0.469,1.351,0.389,0.13,0.055,59587885.5,48.81000243280502,26.8728202157556
107,2019,Albania,Central and Eastern Europe,4.719,0.947,0.874,0.848,0.383,0.178,0.027,2885009.5,105.30000364990146,34.7080287384976
108,2019,"Venezuela, Bolivarian Republic of",Latin America and Caribbean,4.707,0.96,0.805,1.427,0.154,0.064,0.047,28938098.0,31.57646994636885,27.8539563749729
109,2019,Cambodia,Southeastern Asia,4.7,0.574,0.637,1.122,0.609,0.232,0.062,16481304.0,91.03932388764603,24.8420141016025
110,2019,Palestinian Territories,Middle East and Northern Africa,4.696,0.657,0.672,1.247,0.225,0.103,0.066,4957768.0,823.5495016611295,19.1521764984733
111,2019,Senegal,Sub-Saharan Africa,4.681,0.45,0.571,1.134,0.292,0.153,0.072,16352921.5,84.9370046226562,18.1601361006528
112,2019,Somalia,Sub-Saharan Africa,4.668,0.0,0.268,0.698,0.559,0.243,0.27,16030971.0,25.55387987375267,15.2139792658563
113,2019,Namibia,Sub-Saharan Africa,4.639,0.879,0.477,1.313,0.401,0.07,0.056,2650494.5,3.2193935308336066,20.732918181918
114,2019,Niger,Sub-Saharan Africa,4.628,0.138,0.366,0.774,0.318,0.188,0.102,22947757.5,18.116173916475883,14.6988533477766
115,2019,Burkina Faso,Sub-Saharan Africa,4.587,0.331,0.38,1.056,0.255,0.177,0.113,20961952.5,76.61532346491228,16.4442511727063
116,2019,Armenia,Central and Eastern Europe,4.559,0.85,0.815,1.055,0.283,0.095,0.064,2903971.5,102.02260750421586,34.5248115724556
117,2019,"Iran, Islamic Republic of",Middle East and Northern Africa,4.548,1.1,0.785,0.842,0.305,0.27,0.125,87051647.5,53.44690560245587,30.7847245376613
118,2019,Guinea,Sub-Saharan Africa,4.534,0.38,0.375,0.829,0.332,0.207,0.086,13034346.0,53.04552335992186,17.4351253052256
119,2019,Georgia,Central and Eastern Europe,4.519,0.886,0.752,0.666,0.346,0.043,0.164,3796722.5,54.63696215282774,36.3291433340533
120,2019,Gambia,Sub-Saharan Africa,4.516,0.308,0.428,0.939,0.382,0.269,0.167,2456844.0,242.7711462450593,17.4675337976474
121,2019,Kenya,Sub-Saharan Africa,4.509,0.512,0.581,0.983,0.431,0.372,0.053,51202827.5,88.17006843134824,18.5405777558017
122,2019,Mauritania,Sub-Saharan Africa,4.49,0.57,0.489,1.167,0.066,0.106,0.088,4467708.0,4.334634714271854,16.7724158342893
123,2019,Mozambique,Sub-Saharan Africa,4.466,0.204,0.39,0.986,0.494,0.197,0.138,29884380.0,38.00246700068669,16.0700479491549
124,2019,Tunisia,Middle East and Northern Africa,4.461,0.921,0.815,1.0,0.167,0.059,0.055,11875081.0,76.40147333204658,30.7560111594944
125,2019,Bangladesh,Southern Asia,4.456,0.562,0.723,0.928,0.527,0.166,0.143,164913055.0,1266.9052393024506,24.3799699433534
126,2019,Iraq,Middle East and Northern Africa,4.437,1.043,0.574,0.98,0.241,0.148,0.089,41192170.5,94.88485078133638,19.3634150013502
127,2019,Congo (Kinshasa),Sub-Saharan Africa,4.418,0.094,0.357,1.125,0.269,0.212,0.053,92947442.0,40.99929070818906,15.8444621343494
128,2019,Mali,Sub-Saharan Africa,4.39,0.385,0.308,1.105,0.327,0.153,0.052,21068404.5,17.26649497209451,15.0212080375777
129,2019,Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.242,0.841,0.309,0.252,0.045,7731991.0,107.77796208530806,18.4002038385823
130,2019,Sri Lanka,Southern Asia,4.366,0.949,0.831,1.265,0.47,0.244,0.047,22410551.5,357.3965632724663,31.816394009346
131,2019,Myanmar,Southeastern Asia,4.36,0.71,0.555,1.181,0.525,0.566,0.172,52640713.0,80.57786434814554,28.4447781028108
132,2019,Chad,Sub-Saharan Africa,4.35,0.35,0.192,0.766,0.174,0.198,0.078,16685223.000000002,13.250653589580688,14.8132191464451
133,2019,Ukraine,Central and Eastern Europe,4.332,0.82,0.739,1.39,0.178,0.187,0.01,44957458.0,77.60384243595941,40.4807324033481
134,2019,Ethiopia,Sub-Saharan Africa,4.286,0.336,0.532,1.033,0.344,0.209,0.1,115737382.5,115.7373825,17.9257977673632
135,2019,Swaziland,Sub-Saharan Africa,4.212,0.811,0.0,1.149,0.313,0.074,0.135,1179874.0,67.95334907562058,21.0118594782576
136,2019,Uganda,Sub-Saharan Africa,4.189,0.332,0.443,1.069,0.356,0.252,0.06,42999637.5,215.20586115601552,15.6908656502655
137,2019,Egypt,Middle East and Northern Africa,4.166,0.913,0.644,1.039,0.241,0.076,0.067,107553158.0,108.04476166557838,23.3278002921854
138,2019,Zambia,Sub-Saharan Africa,4.107,0.578,0.426,1.058,0.431,0.247,0.087,18513839.5,24.904611980252625,16.7629379847139
139,2019,Togo,Sub-Saharan Africa,4.085,0.275,0.41,0.572,0.293,0.177,0.085,8463068.0,155.59970582827725,18.4088203908917
140,2019,India,Southern Asia,4.015,0.755,0.588,0.765,0.498,0.2,0.085,1389030312.0,467.1851822453325,26.667794973919
141,2019,Liberia,Sub-Saharan Africa,3.975,0.073,0.443,0.922,0.37,0.233,0.033,5043720.5,52.36420784883721,17.7664722211296
142,2019,Comoros,Sub-Saharan Africa,3.973,0.274,0.505,0.757,0.142,0.275,0.078,786578.0,422.6641590542719,19.4568524927711
143,2019,Madagascar,Sub-Saharan Africa,3.933,0.274,0.555,0.916,0.148,0.169,0.041,28219554.0,48.50429103034574,18.2419192875503
144,2019,Lesotho,Sub-Saharan Africa,3.802,0.489,0.168,1.169,0.359,0.107,0.093,2209405.5,72.77356719367589,20.8375141553811
145,2019,Burundi,Sub-Saharan Africa,3.775,0.046,0.38,0.447,0.22,0.176,0.18,12255336.5,472.26730250481694,15.1943066930544
146,2019,Zimbabwe,Sub-Saharan Africa,3.663,0.366,0.433,1.114,0.361,0.151,0.089,15271367.5,39.476198785058806,17.1867946638079
147,2019,Haiti,Latin America and Caribbean,3.597,0.323,0.449,0.688,0.026,0.419,0.11,11105163.0,402.81341361674345,22.5070705473839
148,2019,Botswana,Sub-Saharan Africa,3.488,1.041,0.538,1.145,0.455,0.025,0.1,2332083.0,4.114980678630036,22.1052063071653
149,2019,Syrian Arab Republic,Middle East and Northern Africa,3.462,0.619,0.44,0.378,0.013,0.331,0.141,20353534.0,110.79164988296772,19.8072714766935
150,2019,Malawi,Sub-Saharan Africa,3.41,0.191,0.495,0.56,0.443,0.218,0.089,19025752.0,201.21998477028512,16.6945020208502
151,2019,Yemen,Middle East and Northern Africa,3.38,0.287,0.463,1.163,0.143,0.108,0.077,35111407.5,66.50265640093187,18.0168101297755
152,2019,Rwanda,Sub-Saharan Africa,3.334,0.359,0.614,0.711,0.555,0.217,0.411,12776103.0,527.7200743494424,18.7415274887169
153,2019,"Tanzania, United Republic of",Sub-Saharan Africa,3.231,0.476,0.499,0.885,0.417,0.276,0.147,59174891.0,66.80366966469971,16.8335537825291
154,2019,Afghanistan,Southern Asia,3.203,0.35,0.361,0.517,0.0,0.158,0.025,37856121.0,58.30333314851778,16.2342598253649
155,2019,Central African Republic,Sub-Saharan Africa,3.083,0.026,0.105,0.0,0.225,0.235,0.035,4944703.5,7.937178561109506,14.3677376640978
156,2019,South Sudan,Sub-Saharan Africa,2.853,0.306,0.295,0.575,0.01,0.202,0.091,10423384.0,18.476066903480596,16.5941574205469
